relid,release_date,ministry,title,discovered_by_term,discovered_in_round,n_terms,all_matched_terms,url
260340,2024-09-18,Ministry of Women and Child Development,RASHTRIYA POSHAN MAAH 2024 EMPHASISES CONSUMPTION OF BALANCED DIET,ML,0,1,ML,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260340
260342,2024-09-26,Prime Minister's Office,English rendering of PM's interaction with the Winners of Chess Olympiad,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260342
260343,2024-09-26,Ministry of Science & Technology,Region-Specific Antivenoms can Improve Treatment of Monocled Cobra Bites,vidyapeetham,1,1,vidyapeetham,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260343
260348,2024-09-26,Ministry of Labour & Employment,Ministry of Labour & Employment and Amazon Signs MoU in Presence of Union Ministers Dr. Mansukh Mandaviya and Sushri Shobha Karandlaje,artificial intelligence,0,3,artificial intelligence | like artificial | technologies like artificial,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260348
260353,2024-09-26,Ministry of Communications,Union Minister Jyotiraditya M. Scindia holds a meeting with Bharat 6G Alliance,AI,0,3,AI | intelligent | smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260353
260355,2024-09-26,Ministry of Electronics & IT,Ministry of Electronics and Information Technology launches 3rd phase of capacity-building initiatives to boost digital governance,AI,0,3,AI | ML | smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260355
260376,2024-09-26,Ministry of Road Transport & Highways,"Russian-Indian Working Group on Roads and Intelligent Transport Systems meets in Moscow, Russia",intelligent,0,2,intelligent | automated,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260376
260377,2024-09-26,Prime Minister's Office,Prime Minister Shri Narendra Modi dedicates to nation three PARAM Rudra Supercomputers via video conferencing,AI,0,5,AI | smart | machine learning | gaganyaan mission | computing power,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260377
260380,2024-09-26,Ministry of Communications,India to Host the World Telecommunication Standardization Assembly (WTSA) in Delhi,AI,0,3,AI | itu international | itu international telecommunication,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260380
260382,2024-09-26,Ministry of Information & Broadcasting,Emerging talent takes center stage,launchpad,1,1,launchpad,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260382
260383,2024-09-26,Ministry of Statistics & Programme Implementation,Data User Conference on Periodic Labour Force Survey (PLFS) 2023-24,AI,0,2,AI | machine learning,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260383
260390,2024-09-26,Prime Minister's Office,English rendering of PM’s address at dedication of 3 PARAM Rudra Supercomputers & High-Performance Computing system to the Nation,AI,0,5,AI | smart | machine learning | learning models | computing power,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260390
260392,2024-09-26,Ministry of Communications,"Union Minister Shri Jyotiraditya Scindia inaugurates 5G Open RAN testing Lab at CDoT, Bangalore",AI,0,4,AI | ML | cisco | robotics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260392
260393,2024-09-26,Ministry for Development of North-East Region,"Union Minister Jyotiraditya M. Scindia leads ""North East Trade and Investment Roadshow"" in Bengaluru, invites investors to North East",analytics,0,1,analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260393
260396,2024-09-27,"Ministry of Consumer Affairs, Food & Public Distribution",Food Corporation of India (FCI) strengthens Storage and Transportation Infrastructure with Silo Projects,automated,0,1,automated,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260396
260400,2024-09-27,"Ministry of Personnel, Public Grievances & Pensions",Ministries/Departments of Government of India Actively Undertaking Preparatory Phase Activities for Special Campaign 4.0,Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260400
260403,2024-09-27,Ministry of Electronics & IT,Ministry of Electronics and Information Technology and Military College of Telecommunications Engineering forge strategic partnership to boost defence innovations under Atmanirbhar Bharat,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260403
260410,2024-09-26,Prime Minister's Office,Prime Minister Shri Narendra Modi interacts with Chess Olympiad Winners,AI,0,2,AI | artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260410
260411,2024-09-27,Vice President's Secretariat,"Peace best secured from position of strength, stresses Vice-President",machine learning,1,1,machine learning,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260411
260413,2024-09-27,Ministry of Earth Science,Prime Minister Shri Narendra Modi Inaugurated High-Performance Computing (HPC) System tailored for Weather and Climate Research,artificial intelligence,0,3,artificial intelligence | machine learning | computing power,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260413
260420,2024-09-27,Ministry of Tourism,Ministry of Tourism launches Incredible India Content Hub and Digital Portal,AI,0,2,AI | chatbot,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260420
260424,2024-09-27,Ministry of Textiles,Union Textiles Minister Shri Giriraj Singh says roadmap set for textiles industry to grow to US$350 bn by 2030,AI,0,3,AI | artificial intelligence | smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260424
260427,2024-09-27,Ministry of Textiles,Union Textiles Minister Shri Giriraj Singh says roadmap set for textiles industry to grow to US$350 bn by 2030,AI,0,3,AI | artificial intelligence | smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260427
260429,2024-09-27,Vice President's Secretariat,Text of Vice-President’s address at the interaction with the participants of the International Strategic Engagement Programme (IN-STEP) (Excerpts),machine learning,1,1,machine learning,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260429
260432,2024-09-27,Ministry of Jal Shakti,"57th Executive Committee Meeting of NMCG approves Projects worth ?1,062 Crore",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260432
260433,2024-09-27,Ministry of Health and Family Welfare,Ayushman Bharat Digital Mission marks a Transformative Three-Year Journey towards enabling Digital Health,AI,0,2,AI | chatbot,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260433
260435,2024-09-27,"Ministry of Consumer Affairs, Food & Public Distribution",Bureau of Indian Standards organises workshop on National Agriculture Code,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260435
260437,2024-09-27,Ministry of Defence,Need for Future Strategic Leaders to enhance quick decision-making in technology driven battlespace: CDS Gen Anil Chauhan,artificial intelligence,0,3,artificial intelligence | machine learning | robotics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260437
260453,2024-09-27,Ministry of Science & Technology,Prime Minister Shri Narendra Modi inaugurated PARAM Rudra Supercomputer at S.N. Bose National Centre for Basic Sciences (SNBNCBS),machine learning,1,2,machine learning | computing power,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260453
260454,2024-09-27,Ministry of Communications,Union Minister Shri Jyotiraditya Scindia’s Chennai visit gives impetus to Make in India vision,AI,0,3,AI | artificial intelligence | cisco,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260454
260468,2024-09-28,Ministry of Agriculture & Farmers Welfare,"Secretary, Dr. Devesh Chaturvedi hold a meeting with Shri Martin Raiser, Vice-President, South Asian Region, World Bank at New Delhi",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260468
260475,2024-09-28,Vice President's Secretariat,"Text of Vice-President's address at India International School (Deemed to be University), Jaipur (Excerpts)",cannot enter,1,1,cannot enter,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260475
260479,2024-09-28,President's Secretariat,President of India graces 21st Convocation of NALSAR University of Law,stick,1,1,stick,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260479
260495,2024-09-28,Ministry of Commerce & Industry,PM’s guidance in developing Uttar Pradesh to help it reach US$ 1 trillion economy: Shri Goyal,smart,0,2,smart | Smart City,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260495
260507,2024-09-29,Ministry of Commerce & Industry,Prime Minister Modi Dedicates Bidkin Industrial Area to the Nation,township limited,1,4,township limited | industrial township limited | maharashtra industrial township | mitl,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260507
260510,2024-09-29,Ministry of Commerce & Industry,Commerce Minister urges industry to promote Brand India through focus on quality,Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260510
260524,2024-09-30,Ministry of Women and Child Development,More than 11 thousand Saksham Anganwadi Centres in 20 States virtually inaugurated in closing ceremony of 7th Rashtriya Poshan Maah held at Ranchi,home ration,1,2,home ration | take home ration,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260524
260525,2024-09-30,Ministry of Shipping,"The Union Minister for Ports, Shipping, and Waterways, Shri Sarbananda Sonowal Launches ‘Cruise Bharat Mission,’ to Double Cruise Calls and Passengers within Five years",facial recognition,0,2,facial recognition | facial,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260525
260534,2024-09-30,"Ministry of Consumer Affairs, Food & Public Distribution",Food Corporation of India (FCI) transforms supply chain management system under Anna Darpan,analytics,0,1,analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260534
260546,2024-09-30,Ministry of Panchayati Raj,Empowered Panchayats will form the foundation of a developed India: Prof. S. P. Singh Baghel,AI,0,4,AI | ML | Bhashini | across diverse linguistic,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260546
260549,2024-09-30,Ministry of Defence,CONTRACT SIGNING OF ARMY iDEX PROJECT,algorithm,0,1,algorithm,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260549
260556,2024-09-30,President's Secretariat,PRESIDENT OF INDIA GRACES 10TH CONVOCATION OF ATAL BIHARI VAJPAYEE INSTITUTE OF MEDICAL SCIENCES AND DR RAM MANOHAR LOHIA HOSPITAL,artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260556
260560,2024-09-30,Ministry of Science & Technology,Union Minister Dr. Jitendra Singh announced Establishment of Thematic Hubs and Technical Groups National Quantum Mission,AI,0,5,AI | large language model | language model | Large Language | generative,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260560
260561,2024-09-30,Ministry of Science & Technology,Launch of BharatGen: The first Government-funded Multimodal Large Language Model Initiative,AI,0,14,AI | large language model | language model | Large Language | generative | computer vision | model development | ioe | prof ganesh | mandi iit | model initiative | text and speech | iim indore | hyderabad iit,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260561
260574,2024-10-01,"Ministry of Consumer Affairs, Food & Public Distribution",Food Corporation of India (FCI) installs modern video surveillance system in its depots,analytics,0,2,analytics | video surveillance system,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260574
260579,2024-10-01,Ministry of Defence,"Of the total 32 lakh defence pensioners, 30 lakh have been successfully linked to SPARSH portal, says Raksha Mantri at 277th Annual Day celebrations of Defence Accounts Department",automated,0,1,automated,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260579
260584,2024-10-01,Ministry of Defence,"Headquarters, Integrated Defence Staff (IDS) celebrates its 24th Raising Day",victory through jointness,1,1,victory through jointness,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260584
260599,2024-09-30,Ministry of Women and Child Development,Activities conducted to strengthen Early Childhood Care & Education to promote the overall well-being of children and their caregivers during 7th Poshan Maah- 2024,block coordinators,1,3,block coordinators | officers block coordinators | officers block,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260599
260625,2024-10-01,Ministry of Panchayati Raj,Ministry of Panchayati Raj and Unnat Bharat Abhiyan Join Forces to Empower Gram Panchayats and Localize SDGs,governance challenges,1,1,governance challenges,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260625
260626,2024-10-01,Ministry of Panchayati Raj,Ministry of Panchayati Raj and Unnat Bharat Abhiyan Join Forces to Empower Gram Panchayats and Localize SDGs,governance challenges,1,1,governance challenges,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=260626
