relid,release_date,ministry,title,matched_term,term_round,term_channel,term_primary_parent
281688,2025-12-31,Ministry of Housing and Urban Poverty Alleviation,From Shell to Soil: India’s Urban Local Bodies Recycle Coconut Waste into Economic and Environmental Gains,smart,0,seed,
281706,2025-12-31,Ministry of Defence,MINISTRY OF DEFENCE; YEAR END REVIEW - 2025,smart,0,seed,
281715,2025-12-31,"Ministry of Consumer Affairs, Food & Public Distribution",Department of Food & Public Distribution: YEAR END REVIEW - 2025,smart,0,seed,
281719,2025-12-31,Ministry of Commerce & Industry,NICDC Logistics Data Services Limited Completes 10 Years of Operations in Logistics Data and Digital Systems,smart,0,seed,
281804,2026-01-02,Ministry of Tribal Affairs,"Ministry of Tribal Affairs (MoTA) Advances FRA Digital Platform Development through Post–Smart India Hackathon Field Engagement in Nashik, Maharashtra",smart,0,seed,
281829,2026-01-04,"Ministry of Fisheries, Animal Husbandry & Dairying",Union Minister Shri Rajiv Ranjan Singh to Inaugurate the Smart Green Aquaculture Farm and Research Institute and state-of-the-art Re-circulatory Aquaculture System (RAS) Facility in Telangana,smart,0,seed,
281831,2026-01-04,PIB Headquarters,Design Linked Incentive Scheme,smart,0,seed,
281868,2026-01-05,Ministry of Jal Shakti,Jal Shakti Minister Shri C.R. Paatil Chairs 17th ETF Meeting,smart,0,seed,
281888,2026-01-05,"Ministry of Fisheries, Animal Husbandry & Dairying","Hon’ble Union Minister FAHD Shri Rajiv Ranjan Singh inaugurated the Smart Green Aquaculture Farm and Research Institute and State-of-the-art Aquaculture System (RAS) Facility in Ranga Reddy District, Telangana",smart,0,seed,
281889,2026-01-06,Ministry of Power,Working towards Turnaround in India’s Power Distribution Sector,smart,0,seed,
281918,2026-01-06,"Ministry of Consumer Affairs, Food & Public Distribution",Union Minister Shri Pralhad Joshi highlights the Shift in BIS from Regulation to Facilitation as the BIS Transforms India’s Quality Landscape,smart,0,seed,
281923,2026-01-06,Ministry of Tribal Affairs,Hackathon 2.0: Ministry of Tribal Affairs Advances Development of National FRA Digital Platform with All SIH Finalist Teams,smart,0,seed,
281985,2026-01-08,Ministry of Science & Technology,CSIR-NPL Strengthens National Quality Infrastructure with Inauguration of Two Apex Calibration Facilities,smart,0,seed,
282001,2026-01-08,Ministry of Youth Affairs and Sports,Second Edition of Viksit Bharat Young Leaders’ Dialogue to Bring Together Young Leaders from Across India in New Delhi from 9th-12th January,smart,0,seed,
282024,2026-01-09,Prime Minister's Office,PM to visit Rajkot on 11th January,smart,0,seed,
282029,2026-01-09,Vice President's Secretariat,Vice-President Shri.C. P. Radhakrishnan Addresses Bharat Climate Forum 2026,smart,0,seed,
282048,2026-01-09,Ministry of Science & Technology,"Pencil, paper & graphene brought together for sensors useful for hospital and farms",smart,0,seed,
282049,2026-01-09,Ministry of Science & Technology,Photoactive natural protein could reshape the future of electronic materials,smart,0,seed,
282053,2026-01-09,Ministry of Youth Affairs and Sports,"Viksit Bharat Young Leaders Dialogue 2026 Commences at Bharat Mandapam, Bringing 3,000 Youth from Across India",smart,0,seed,
282065,2026-01-10,Ministry of Finance,Ministry of Finance Year Ender 2025: Department of Financial Services,smart,0,seed,
282078,2026-01-10,Ministry of Youth Affairs and Sports,"Viksit Bharat Young Leaders Dialogue enters Day 2 at Bharat Mandapam, New Delhi",smart,0,seed,
282098,2026-01-11,PIB Headquarters,National Youth Day 2026,smart,0,seed,
282102,2026-01-11,Prime Minister's Office,Prime Minister Shri Narendra Modi inaugurates Vibrant Gujarat Regional Conference for Kutch and Saurashtra Region in Rajkot,smart,0,seed,
282110,2026-01-11,Ministry of Home Affairs,"Union Home Minister and Minister of Cooperation, Shri Amit Shah, addresses Kerala Kaumudi Conclave in Thiruvananthapuram",smart,0,seed,
282114,2026-01-11,Ministry of Electronics & IT,"MeitY is conducting routine stakeholder consultations on safety and security requirements, with continuous engagement with industry on security standards",smart,0,seed,
282116,2026-01-12,"Ministry of Fisheries, Animal Husbandry & Dairying",Fish production has increased to 197.75 lakh tonnes in FY 2024-25 from 95.79 lakh tonnes fish production in FY 2013-14 increasing a significant 106%.,smart,0,seed,
282131,2026-01-12,Ministry of Agriculture & Farmers Welfare,Union Minister Shivraj Singh Chouhan Addresses Young Leaders at Viksit Bharat Young Leaders Dialogue 2026,smart,0,seed,
282132,2026-01-12,Ministry of Coal,Ministry of Coal’s Year End Review-2025,smart,0,seed,
282135,2026-01-12,Prime Minister's Office,India – Germany Joint Statement,smart,0,seed,
282144,2026-01-12,"Ministry of Environment, Forest and Climate Change.","Union Environment Minister Reviews Delhi’s Air Pollution Action Plan with Delhi CM; Emphasises Long-Term, Coordinated Approach to Tackle NCR Air Pollution",smart,0,seed,
282165,2026-01-12,Ministry of Youth Affairs and Sports,Prime Minister Shri Narendra Modi addresses the Viksit Bharat Young Leaders Dialogue 2026,smart,0,seed,
282173,2026-01-13,Ministry of Heavy Industries & Public Enterprises,Year End Review 2025:Ministry of Heavy Industries,smart,0,seed,
282193,2026-01-13,Ministry of Information & Broadcasting,"Ministry of Information & Broadcasting and Office of the Principal Scientific Adviser, GOI Collaborate with Netflix on Skilling Initiative ‘Inspiring Innovators’",smart,0,seed,
282239,2026-01-14,PIB Headquarters,India’s Tunnels: Engineering Marvels Beneath the Surface,smart,0,seed,
282245,2026-01-14,Ministry of Road Transport & Highways,"One Year, Many Journeys Made Easier: How MoRTH Toll Policies Are Redefining the Highway Experience",smart,0,seed,
282291,2026-01-15,Ministry of Science & Technology,Climate records unearthed from Tamil Nadu lake can enable conservation and biodiversity strategies,smart,0,seed,
282316,2026-01-15,Ministry of Power,BHARAT ELECTRICITY SUMMIT 2026 TO BE HELD FROM 19-22 MARCH,smart,0,seed,
282331,2026-01-16,Ministry of Power,Year End Review of Ministry of Power - 2025,smart,0,seed,
282392,2026-01-17,PIB Headquarters,Chips to Start-up (C2S) Programme,smart,0,seed,
282406,2026-01-18,PIB Headquarters,Chips to Start-up (C2S) Programme,smart,0,seed,
282408,2026-01-18,Ministry of Power,"POWER DISTRIBUTION UTILITIES RECORD POSITIVE PAT AFTER YEARS OF LOSSES; THIS MARKS A NEW CHAPTER, SAYS POWER MINISTER",smart,0,seed,
282444,2026-01-19,"Ministry of Fisheries, Animal Husbandry & Dairying","Dr. Abhilaksh Likhi, Secretary, Department of Fisheries, Visits ICAR-CIBA, Chennai and Interacts with Shrimp Farmers",smart,0,seed,
282448,2026-01-19,"Ministry of Fisheries, Animal Husbandry & Dairying","Dr. Abhilaksh Likhi, Secretary, Department of Fisheries, Visits ICAR-CIBA, Chennai and Interacts with Shrimp Farmers",smart,0,seed,
282459,2026-01-19,Prime Minister's Office,"Joint Statement: Visit of President of the UAE, His Highness Sheikh Mohamed bin Zayed Al Nahyan, to India",smart,0,seed,
282461,2026-01-19,Prime Minister's Office,"List of Outcomes: Visit of His Highness Sheikh Mohamed bin Zayed Al Nahyan, President of UAE to India",smart,0,seed,
282462,2026-01-19,Ministry of Steel,Bharat Steel to shape global dialogue on the future of steel,smart,0,seed,
282489,2026-01-20,"Ministry of Environment, Forest and Climate Change.","Union Environment Minister reviews Air Pollution Action Plans of Rohtak, Manesar, Panipat and Karnal",smart,0,seed,
282496,2026-01-20,PIB Headquarters,India-AI Impact Summit 2026,smart,0,seed,
282503,2026-01-20,Ministry of Textiles,Government Reduces Jute Stock Limits for Jute Traders and Balers,smart,0,seed,
282511,2026-01-20,Ministry of Defence,"Parliamentary Standing Committee on Defence visits Naval Science & Technological Laboratory, Visakhapatnam",smart,0,seed,
282524,2026-01-21,PIB Headquarters,From Savings to Strength: Empowering India’s Girls Through Sukanya Samriddhi Yojana,smart,0,seed,
282530,2026-01-21,PIB Headquarters,India-AI Impact Summit 2026,smart,0,seed,
282532,2026-01-21,Ministry of Power,"POWER MINISTER INAUGURATES EDICON 2026, CALLS FOR FINANCIALLY STRONG DISCOMS AND IMPROVED SERVICES",smart,0,seed,
282536,2026-01-21,Ministry of Communications,TRAI–STPI Pre-Summit Event on ‘AI in Telecommunication’ Explores Cutting-edge Applications of Artificial Intelligence in Network Transformation and Customer Experience,smart,0,seed,
282539,2026-01-21,Ministry of Science & Technology,Government of India advances indigenous digital health innovation: TDB-DST supports development of next-generation continuous health monitoring technology under Indo-Canada Collaborative R&D Programme,smart,0,seed,
282554,2026-01-21,Ministry of Road Transport & Highways,NHAI and Konkan Railway Sign MoU to Strengthen Integrated Infrastructure Development,smart,0,seed,
282565,2026-01-21,Ministry of Human Resource Development,Inclusive and Equitable Education Central to the vision of Viksit Bharat: Shri Dharmendra Pradhan,smart,0,seed,
282627,2026-01-23,PIB Headquarters,CERT-In: India’s Frontline Defender against Cyber Threats,smart,0,seed,
282635,2026-01-23,Ministry of Power,Ministry of Power to Showcase ‘Prakash Ganga’ Tableau at Republic Day Parade 2026,smart,0,seed,
282664,2026-01-23,Ministry of Shipping,"IWDC 3.0 Approves Over ?1,500 Crore Projects to Drive Green Mobility, Cargo Movement & River Tourism on India’s Inland Waterways",smart,0,seed,
282806,2026-01-27,"Ministry of Fisheries, Animal Husbandry & Dairying","Department of Fisheries approves ?199.24 crore Smart & Integrated Fishing Harbour at Mayabunder, Andaman & Nicobar Islands",smart,0,seed,
282833,2026-01-27,Prime Minister's Office,"English translation of PM’s remarks during India-EU Business Forum at Bharat Mandapam, New Delhi",smart,0,seed,
282840,2026-01-27,Prime Minister's Office,Prime Minister Shri Narendra Modi addresses the India-EU Business Forum in New Delhi,smart,0,seed,
282896,2026-01-28,Ministry of Communications,India and European Union Reaffirm Cooperation in Secure 6G Technologies and Trusted Telecom Supply Chains,smart,0,seed,
282900,2026-01-28,Ministry of Petroleum & Natural Gas,IEW 2026: Second Day of India Energy Week 2026 Highlights India’s Central Role in Shaping the Landscape of Global Energy Systems,smart,0,seed,
282916,2026-01-29,Ministry of Finance,HIGHLIGHTS: ECONOMIC SURVEY 2025-26,smart,0,seed,
282923,2026-01-29,Ministry of Finance,INDIA IS FAR MORE URBAN IN ECONOMIC AND FUNCTIONAL TERMS THAN OFFICIAL DEFINITIONS SUGGEST: ECONOMIC SURVEY 2025-26,smart,0,seed,
282927,2026-01-29,Ministry of Finance,SKILLING INDIA RIGHT TO MAKE IT FUTURE READY: ECONOMIC SURVEY 2025-2026,smart,0,seed,
282933,2026-01-29,Ministry of Finance,STATE LEVEL INNOVATIONS IN AGRICULTURAL GOVERNANCE LEADING TO POSITIVE OUTCOMES: ECONOMIC SURVEY,smart,0,seed,
282942,2026-01-29,Ministry of Finance,"FROM STABILITY TO NEW FRONTIERS, INDIA’S SERVICES EXPORTS GROWTH MORE THAN DOUBLED FROM 7.6% IN THE PRE-PANDEMIC PERIOD (FY16-FY20) TO 14% DURING FY23-FY25",smart,0,seed,
282945,2026-01-29,Ministry of Finance,"INDIA’S INDUSTRIAL PERFORMANCE REMAINS ROBUST AS INDUSTRY GROSS VALUE ADDED GREW BY 7.0 PERCENT YEAR-ON-YEAR, IN REAL TERMS, IN THE FIRST HALF OF FY2025-26: ECONOMIC SURVEY 2025-26",smart,0,seed,
282955,2026-01-29,Ministry of Finance,PREFACE OF ECONOMIC SURVERY 2025-26,smart,0,seed,
283000,2026-01-29,Ministry of Earth Science,PARLIAMENT QUESTION: UPGRADATION IN OBSERVATION NETWORK,smart,0,seed,
283002,2026-01-29,Ministry of Earth Science,PARLIAMENT QUESTION: ADVANCEMENTS IN WEATHER FORECASTING,smart,0,seed,
283014,2026-01-29,Ministry of Agriculture & Farmers Welfare,"Centre, States Align to Scale AgriStack Across Schemes and Services at the National Workshop on AgriStack",smart,0,seed,
283073,2026-01-30,Ministry of Science & Technology,Indian scientists developed a self-charging energy storage device powered by sunlight,smart,0,seed,
283106,2026-01-31,PIB Headquarters,Balanced Use of Fertilizers: A Key Enabler of Sustainable Farming,smart,0,seed,
283172,2026-02-01,Ministry of Defence,"Ministry of Defence allocated an all-time high of Rs 7.85 lakh crore in Union Budget 2026-27, 15% higher over Budgetary Estimates of FY 2025-26",smart,0,seed,
283200,2026-02-01,Ministry of Social Justice & Empowerment,ALIMCO at the Forefront of Divyangjan and Senior Citizen Empowerment in Budget 2026-27,smart,0,seed,
283210,2026-02-02,PIB Headquarters,Transforming India into a Global Biopharma Hub,smart,0,seed,
283222,2026-02-02,Ministry of Skill Development and Entrepreneurship,OBJECTIVES OF PM-SETU SCHEME,smart,0,seed,
283234,2026-02-02,Ministry of Jal Shakti,BIODIVERSITY CONSERVATION AND GANGA REJUVENATION,smart,0,seed,
283242,2026-02-02,Ministry of Power,PROGRESS ON SMART METER INSTALLATION UNDER RDSS,smart,0,seed,
283244,2026-02-02,Ministry of Power,PRADHAN MANTRI SAHAJ BIJLI HAR GHAR YOJANA,smart,0,seed,
283272,2026-02-03,Ministry of Textiles,NATIONAL TECHNICAL TEXTILES MISSION,smart,0,seed,
283303,2026-02-03,Ministry of Science & Technology,"Novel environment friendly, photodetector with self-powered operation can be useful for consumer electronics",smart,0,seed,
283372,2026-02-04,Ministry of Tribal Affairs,EKLAVYA MODEL RESIDENTIAL SCHOOLS (EMRS) EXPANSION,smart,0,seed,
283391,2026-02-04,Ministry of Earth Science,PARLIAMENT QUESTION: STRENGTHENING WEATHER FORECASTING SYSTEM,smart,0,seed,
283408,2026-02-04,"Ministry of Consumer Affairs, Food & Public Distribution",NTH partners with STQC–ERTL (North) to enable Electromagnetic Interference (EMI) and Electromagnetic Compatibility (EMC) testing of drones.,smart,0,seed,
283424,2026-02-04,Ministry of Skill Development and Entrepreneurship,IMPLEMENTATION OF PM-SETU FOR STARTUP AND ENTREPRENEURIAL SUPPORT,smart,0,seed,
283484,2026-02-05,Ministry of Earth Science,PARLIAMENT QUESTION: COVERAGE OF DOPPLER WEATHER RADAR IN HIMACHAL PRADESH,smart,0,seed,
283485,2026-02-05,Ministry of Earth Science,PARLIAMENT QUESTION: IMPACT OF CLIMATE CHANGE ON WEATHER PATTERNS,smart,0,seed,
283513,2026-02-05,Ministry of Tribal Affairs,EMRSs IN GUJARAT AND TELANGANA,smart,0,seed,
283521,2026-02-05,Ministry of Power,POWER DEMAND AND GENERATION CAPACITY,smart,0,seed,
283538,2026-02-05,Ministry of Science & Technology,PARLIAMENT QUESTION: PROGRESS UNDER NM-ICPS,smart,0,seed,
283584,2026-02-05,"Ministry of Fisheries, Animal Husbandry & Dairying",Strengthening Women-Led Cooperatives in Fisheries through PMMSY Support,smart,0,seed,
283683,2026-02-06,Ministry of Heavy Industries & Public Enterprises,GLOBAL PARTNERSHIPS FOR IMPROVEMENTS IN HEAVY INDUSTRIES SECTOR,smart,0,seed,
283719,2026-02-07,PIB Headquarters,India Semiconductor Mission 2.0,smart,0,seed,
283766,2026-02-09,PIB Headquarters,"India Achieves Landmark Trade Victory, Unlocks $30-Trillion U.S. Market for Exports Across Key Sectors",smart,0,seed,
283827,2026-02-09,Ministry of Shipping,VOC Port Hosts High-Level Pre-Event on AI in Ports and Maritime Operations Ahead of IndiaAI Impact Summit 2026,smart,0,seed,
283859,2026-02-10,PIB Headquarters,Democratising AI in India,smart,0,seed,
283879,2026-02-10,Ministry of Heavy Industries & Public Enterprises,INDIAN CAPITAL GOODS SECTOR SCHEME,smart,0,seed,
